Pred_tongue_area,Pred_tongue_centroid_x,Pred_tongue_centroid_y,Pred_tongue_tip_y,Pred_tongue_dorsum_height,Pred_tongue_width,Pred_jaw_area,Pred_jaw_centroid_y,Pred_jaw_opening,Pred_lip_area,Pred_lip_centroid_y,Pred_lip_aperture,Pred_constriction_degree,Pred_constriction_location_y,Target_tongue_area,Target_tongue_centroid_x,Target_tongue_centroid_y,Target_tongue_tip_y,Target_tongue_dorsum_height,Target_tongue_width,Target_jaw_area,Target_jaw_centroid_y,Target_jaw_opening,Target_lip_area,Target_lip_centroid_y,Target_lip_aperture,Target_constriction_degree,Target_constriction_location_y
0.26160184,0.66683674,0.46614662,0.0039325897,0.10110003,0.9559553,-0.003203157,-0.035143588,-0.0033838425,0.0035484051,-0.0049949996,-0.019467086,0.04971506,0.36720675,0.2838719,0.6713977,0.42376316,0.0,0.050617285,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.26340997,0.6672967,0.46425006,0.0016392274,0.09968452,0.95357734,-0.0055895015,-0.031172197,-0.0026911618,0.0013356954,-0.008166616,-0.020421581,0.053670034,0.33941835,0.28373015,0.67163193,0.42425433,0.0,0.050720785,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.26580045,0.6678561,0.4572165,0.0017869887,0.09385048,0.957153,-0.008195596,-0.035538796,0.001160657,-0.0042939475,-0.014276426,-0.019512933,0.06328801,0.29867628,0.28500566,0.67198265,0.42709148,0.0,0.05497116,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.11904762,0.86904764
0.26291376,0.6661847,0.45226255,0.0026624883,0.092851624,0.9635882,-0.00441463,-0.038646027,-0.0018640142,-0.0041686594,-0.003531504,-0.013250039,0.05656642,0.28917548,0.28812358,0.6724814,0.4263755,0.0,0.054869104,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.2647803,0.6664096,0.45540586,0.0006719562,0.09502876,0.95966566,-0.0064209243,-0.030840514,0.00028228574,-0.0030453396,-0.012962195,-0.01926937,0.058638602,0.28558958,0.2893991,0.6689928,0.42890957,0.0,0.055497624,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.48809522
0.2600434,0.6668766,0.45398206,-0.00030195457,0.09481421,0.9634761,-0.001676174,-0.034614716,-0.0025031194,-0.0025864593,-0.0055419463,-0.011929205,0.054191656,0.29293835,0.29520977,0.67050725,0.43211484,0.0,0.06196375,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.48809522
0.25897592,0.6660515,0.45744902,-0.0028694132,0.09688933,0.9652463,-0.005206175,-0.02708751,0.0023683514,-0.0012036795,-0.0015425305,-0.01848483,0.051867615,0.30462965,0.29591838,0.66729385,0.4306582,0.0,0.061235957,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.26093888,0.66688657,0.45452446,-0.0013597929,0.09588612,0.9634282,-0.0043326267,-0.03404224,-0.0007368475,-0.0064540347,-0.0012576883,-0.016351514,0.054905787,0.29842797,0.29691043,0.66836005,0.43309468,0.0,0.061661255,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.26247618,0.66674906,0.45626238,0.0030893078,0.09559629,0.96073353,-0.0057747667,-0.032622747,0.0007811263,-0.004632535,-0.006155689,-0.014478033,0.05582806,0.2844838,0.29705215,0.6680809,0.43288803,0.0,0.062181365,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.2645081,0.666487,0.45509216,0.003908883,0.093578294,0.9610955,-0.006196145,-0.03801029,-0.0012298627,-0.006441388,-0.006274253,-0.012873479,0.0579458,0.26807433,0.29960316,0.66967946,0.43156734,0.0,0.061690744,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.26595595,0.66688424,0.4555376,0.000529021,0.09418599,0.9615935,-0.0072970726,-0.03699911,-0.00046329387,-0.0051592565,-0.011721733,-0.016683558,0.058185175,0.2708684,0.30087867,0.6712985,0.43464437,0.0,0.061673652,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.2639378,0.6663752,0.45519152,0.0030408644,0.09469204,0.9607193,-0.0044298638,-0.0320856,-0.00333808,-0.002964789,-0.012922076,-0.018545574,0.057249326,0.27254453,0.2986111,0.6710907,0.43754944,0.0,0.06193245,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
0.26213345,0.66786015,0.4557902,0.0037368604,0.09323144,0.96194535,-0.0050329897,-0.039093822,-0.0023861304,-0.004441529,-0.0042104665,-0.00976639,0.05638435,0.28504786,0.29591838,0.671091,0.434501,0.0,0.061178003,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.13095239,0.48809522
