Pred_tongue_area,Pred_tongue_centroid_x,Pred_tongue_centroid_y,Pred_tongue_tip_y,Pred_tongue_dorsum_height,Pred_tongue_width,Pred_jaw_area,Pred_jaw_centroid_y,Pred_jaw_opening,Pred_lip_area,Pred_lip_centroid_y,Pred_lip_aperture,Pred_constriction_degree,Pred_constriction_location_y,Target_tongue_area,Target_tongue_centroid_x,Target_tongue_centroid_y,Target_tongue_tip_y,Target_tongue_dorsum_height,Target_tongue_width,Target_jaw_area,Target_jaw_centroid_y,Target_jaw_opening,Target_lip_area,Target_lip_centroid_y,Target_lip_aperture,Target_constriction_degree,Target_constriction_location_y
0.2729206,0.65341043,0.44486323,-0.009560034,0.08965494,0.94660145,-0.011142321,-0.03727193,0.00063376874,-0.0071840966,-0.024853399,-0.011662478,0.073579095,0.31611297,0.28670636,0.6577278,0.45033896,0.0,0.067939244,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.5
0.27210185,0.65386665,0.44817472,-0.009359381,0.09332816,0.9448545,-0.009266518,-0.038233083,0.00051924307,-0.0072138654,-0.019284377,-0.0154795665,0.07222414,0.33036697,0.28798187,0.65840596,0.45150214,0.0,0.07486894,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285,0.5
0.27089497,0.653851,0.44749823,-0.009762487,0.0936061,0.94545865,-0.007510556,-0.03374793,0.0009934567,-0.007997143,-0.022663422,-0.021011977,0.07082677,0.33188558,0.2893991,0.6585864,0.4511042,0.0,0.0750768,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285,0.5
0.26872784,0.6546248,0.4479167,-0.009263339,0.09011218,0.9513653,-0.00806519,-0.0369776,-0.00222891,-0.004442084,-0.017790448,-0.019830229,0.06614062,0.30574048,0.2901077,0.65925163,0.45037454,0.0,0.0747828,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285,0.5
0.27005392,0.6540125,0.44637385,-0.012090005,0.08908425,0.9465359,-0.005944538,-0.034145035,0.0009894911,-0.0069030975,-0.02636536,-0.025461791,0.070452414,0.30027515,0.29081634,0.6592407,0.45094216,0.0,0.07456859,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285,0.5
0.26956853,0.65428764,0.4494656,-0.006625928,0.091387406,0.9456162,-0.008337793,-0.036649004,0.00016359054,-0.0052712196,-0.0235966,-0.022536248,0.06917129,0.2927775,0.29081634,0.6588984,0.45026338,0.0,0.0740438,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.083333336,0.51190484
0.27159742,0.65481997,0.45056546,-0.0067932275,0.091323905,0.9433266,-0.008416476,-0.036573384,-1.5739352e-06,-0.009194093,-0.023700511,-0.026703821,0.07125195,0.29179588,0.2910998,0.65935224,0.4521781,0.0,0.07345375,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.083333336,0.51190484
0.27239797,0.65522623,0.4522411,-0.004993604,0.09336374,0.94545287,-0.010361353,-0.033235677,-0.00013521966,-0.010063473,-0.020995047,-0.017137658,0.06926639,0.2879266,0.2912415,0.65873593,0.451176,0.0,0.0737985,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.083333336,0.51190484
0.27461103,0.65610015,0.4508571,-0.007925461,0.091600396,0.94805694,-0.011908172,-0.040531024,3.7541613e-05,-0.01086988,-0.015652763,-0.014210781,0.07074059,0.255586,0.29407597,0.6640677,0.4489845,0.0,0.072150886,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.083333336,0.51190484
0.27270278,0.65584326,0.4507476,-0.0041699195,0.09194669,0.9464123,-0.010104335,-0.037406553,-0.00032763602,-0.0057113124,-0.01647402,-0.023693085,0.06376209,0.25492972,0.29336736,0.664464,0.4521049,0.0,0.07284382,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.083333336,0.51190484
0.27505317,0.6567958,0.44767022,-0.00685221,0.090049684,0.9447428,-0.008395029,-0.041330412,-0.0033401682,-0.007807991,-0.013818692,-0.022555104,0.06987234,0.24870007,0.29280046,0.66306525,0.4519315,0.0,0.072518446,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.083333336,0.51190484
0.2733205,0.65611964,0.44373822,-0.0031888713,0.08838262,0.9514273,-0.0075416924,-0.043343775,-0.0017027406,-0.01346536,-0.01345266,-0.02362601,0.06476418,0.25295842,0.29421768,0.66323173,0.45078105,0.0,0.0715388,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.083333336,0.5
0.27493438,0.6555213,0.44379696,0.00058461167,0.08643703,0.94645953,-0.0056371214,-0.050105095,-0.0006911903,-0.0070376196,-0.010330999,-0.02169573,0.069810145,0.25705847,0.29535148,0.6636848,0.44987318,0.0,0.071374334,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.083333336,0.51190484
0.275124,0.654611,0.43985385,-0.0014403043,0.08443385,0.94800735,-0.009794066,-0.045322265,0.00058339466,-0.010215502,-0.01596975,-0.018170971,0.07224494,0.26831302,0.29435942,0.66286653,0.4486668,0.0,0.070780694,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.5
0.2742208,0.65397066,0.44170249,-0.0019495096,0.08519113,0.9497252,-0.008522305,-0.040893696,-0.005526472,-0.015205208,-0.012986011,-0.014985105,0.07513366,0.2864576,0.29209185,0.6615143,0.45120838,0.0,0.07189923,0.9880952,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809,0.5
